08 14 2018 12 42 00 00000000 00110000   -0.255    0.041    0.009    76    79    80  13.2 1467.8 1483.9  98.5   1.5   0.3 978.592 970.927   4.29     0 14678    0.258   279.24
08 14 2018 12 43 00 00000000 00110000   -0.248    0.039    0.012    74    75    76  13.2 1467.8 1483.9  94.9   1.7  -0.6 978.760 971.094   4.29     0 14678    0.251   279.04
08 14 2018 12 44 00 00000000 00110000   -0.286    0.033   -0.027    79    77    78  13.2 1467.8 1483.9  92.4   1.9  -1.1 978.588 970.923   4.29     0 14678    0.288   276.65
08 14 2018 12 45 00 00000000 00110000   -0.258    0.001   -0.008    73    75    77  13.2 1467.8 1483.9  92.0   2.2   0.1 978.405 970.742   4.29     0 14678    0.258   270.22
08 14 2018 12 46 00 00000000 00110000   -0.259   -0.002   -0.008    77    77    78  13.2 1467.7 1483.9  91.8   1.9  -0.1 978.293 970.631   4.28     0 14677    0.259   269.55
08 14 2018 12 47 00 00000000 00110000   -0.245    0.010   -0.026    76    80    80  13.2 1467.7 1483.9  92.7   2.2  -0.4 978.272 970.611   4.28     0 14677    0.245   272.37
08 14 2018 12 48 00 00000000 00110000   -0.251    0.034   -0.013    73    75    75  13.1 1467.7 1483.9  97.5   1.7  -0.3 978.209 970.548   4.28     0 14677    0.253   277.81
08 14 2018 12 49 00 00000000 00110000   -0.233    0.005    0.008    79    73    77  13.2 1467.7 1483.9  95.5   1.9  -0.3 978.096 970.436   4.28     0 14677    0.233   271.25
08 14 2018 12 50 00 00000000 00110000   -0.249    0.034    0.016    76    75    78  13.2 1467.7 1483.9  97.3   1.8   0.6 978.072 970.413   4.28     0 14677    0.251   277.87
08 14 2018 12 51 00 00000000 00110000   -0.245    0.011   -0.003    75    79    80  13.2 1467.8 1483.9  93.4   1.9  -0.3 977.737 970.081   4.29     0 14678    0.245   272.60
08 14 2018 12 52 00 00000000 00110000   -0.245    0.018    0.016    75    76    76  13.2 1467.8 1483.9  92.4   1.7  -1.0 977.542 969.888   4.29     0 14678    0.245   274.25
08 14 2018 12 53 00 00000000 00110000   -0.208    0.013    0.038    75    79    76  13.2 1467.8 1483.9  94.2   1.5   0.0 977.646 969.991   4.29     0 14678    0.209   273.61
08 14 2018 12 54 00 00000000 00110000   -0.238   -0.022   -0.003    70    73    72  13.2 1467.8 1483.9  88.5   1.9  -1.0 977.702 970.046   4.29     0 14678    0.239   264.65
08 14 2018 12 55 00 00000000 00110000   -0.252   -0.006   -0.004    75    75    76  13.1 1467.8 1483.9  90.2   1.4  -1.0 977.452 969.799   4.29     0 14678    0.252   268.62
08 14 2018 12 56 00 00000000 00110000   -0.248   -0.012    0.039    72    77    71  13.2 1467.8 1483.9  90.6   1.8  -0.2 977.386 969.734   4.29     0 14678    0.248   267.20
08 14 2018 12 57 00 00000000 00110000   -0.245   -0.009    0.022    73    73    77  13.2 1467.8 1484.0  90.6   2.0  -0.2 977.563 969.909   4.30     0 14678    0.245   267.87
08 14 2018 12 58 00 00000000 00110000   -0.199    0.003   -0.002    74    74    75  13.2 1467.8 1484.0  93.5   1.8   0.3 977.617 969.962   4.30     0 14678    0.199   270.87
08 14 2018 12 59 00 00000000 00110000   -0.262    0.007   -0.015    81    77    78  13.2 1467.8 1484.0  90.9   1.9  -0.2 977.552 969.898   4.30     0 14678    0.262   271.55
08 14 2018 13 00 00 00000000 00110000   -0.280   -0.014   -0.007    73    79    73  13.2 1467.8 1484.0  88.4   1.7   0.1 977.640 969.985   4.30     0 14678    0.280   267.11
08 14 2018 13 01 00 00000000 00110000   -0.262    0.002    0.014    75    79    75  13.2 1467.8 1484.0  89.7   1.6  -0.2 977.750 970.094   4.30     0 14678    0.262   270.44
08 14 2018 13 02 00 00000000 00110000   -0.269    0.005    0.004    73    73    74  13.2 1467.8 1483.9  88.8   1.6  -0.7 977.741 970.085   4.29     0 14678    0.269   271.08
08 14 2018 13 03 00 00000000 00110000   -0.261    0.007    0.024    73    75    80  13.2 1467.8 1483.9  89.7   2.0  -1.0 977.849 970.192   4.29     0 14678    0.261   271.55
08 14 2018 13 04 00 00000000 00110000   -0.249   -0.006    0.008    73    77    72  13.2 1467.8 1483.9  91.3   1.7  -0.3 978.118 970.458   4.29     0 14678    0.249   268.60
08 14 2018 13 05 00 00000000 00110000   -0.284    0.015    0.001    78    75    74  13.2 1467.7 1483.9  90.2   1.7   0.1 978.171 970.511   4.28     0 14677    0.285   273.06
08 14 2018 13 06 00 00000000 00110000   -0.284    0.026   -0.011    71    73    76  13.1 1467.7 1483.9  93.9   2.4   0.5 978.165 970.505   4.28     0 14677    0.285   275.29
08 14 2018 13 07 00 00000000 00110000   -0.259   -0.018    0.015    74    73    74  13.1 1467.7 1483.9  87.5   2.4   0.1 978.294 970.632   4.28     0 14677    0.259   265.98
08 14 2018 13 08 00 00000000 00110000   -0.280    0.003    0.045    73    77    73  13.2 1467.7 1483.8  89.3   1.6   0.4 978.232 970.571   4.27     0 14677    0.280   270.62
08 14 2018 13 09 00 00000000 00110000   -0.260    0.000    0.020    82    74    76  13.1 1467.6 1483.8  91.9   1.7  -0.8 978.500 970.836   4.26     0 14676    0.260   270.00
08 14 2018 13 10 00 00000000 00110000   -0.287    0.003   -0.009    71    77    74  13.2 1467.6 1483.8  89.5   2.0   0.2 978.407 970.744   4.25     0 14676    0.287   270.61
08 14 2018 13 11 00 00000000 00110000   -0.297   -0.032   -0.013    79    78    75  13.2 1467.6 1483.7  81.9   2.1   0.1 978.424 970.761   4.24     0 14676    0.299   263.79
08 14 2018 13 12 00 00000000 00110000   -0.309   -0.023   -0.002    70    81    76  13.2 1467.5 1483.7  89.7   1.7  -0.5 978.327 970.665   4.23     0 14675    0.310   265.70
08 14 2018 13 13 00 00000000 00110000   -0.296   -0.045   -0.008    76    82    77  13.1 1467.4 1483.6  81.7   1.9  -1.1 978.396 970.733   4.21     0 14674    0.300   261.27
08 14 2018 13 14 00 00000000 00110000   -0.284   -0.044   -0.009    73    76    77  13.1 1467.4 1483.6  83.8   1.7  -0.6 978.455 970.792   4.20     0 14674    0.288   261.10
08 14 2018 13 15 00 00000000 00110000   -0.289   -0.010   -0.014    74    72    75  13.2 1467.3 1483.5  86.9   1.6  -0.5 978.412 970.749   4.19     0 14673    0.289   268.00
08 14 2018 13 16 00 00000000 00110000   -0.277   -0.027   -0.012    78    77    76  13.2 1467.2 1483.4  83.7   2.0  -1.0 978.444 970.781   4.17     0 14672    0.278   264.37
08 14 2018 13 17 00 00000000 00110000   -0.268   -0.029   -0.010    78    80    76  13.2 1467.2 1483.4  86.6   2.5   0.0 978.302 970.640   4.17     0 14672    0.270   263.75
08 14 2018 13 18 00 00000000 00110000   -0.256   -0.036   -0.001    74    76    79  13.1 1467.2 1483.4  83.3   1.8  -1.1 977.993 970.335   4.16     0 14672    0.258   261.90
08 14 2018 13 19 00 00000000 00110000   -0.253   -0.056   -0.037    74    74    77  13.1 1467.2 1483.4  78.9   2.1  -0.4 977.598 969.944   4.16     0 14672    0.259   257.59
08 14 2018 13 20 00 00000000 00110000   -0.263   -0.065   -0.022    73    75    75  13.2 1467.2 1483.4  77.4   2.2  -1.4 977.366 969.714   4.16     0 14672    0.271   256.17
08 14 2018 13 21 00 00000000 00110000   -0.256   -0.039   -0.027    75    72    77  13.1 1467.2 1483.4  81.4   2.4  -0.3 977.472 969.819   4.17     0 14672    0.259   261.24
08 14 2018 13 22 00 00000000 00110000   -0.284   -0.010   -0.012    74    78    75  13.2 1467.2 1483.4  83.8   1.9  -0.1 977.354 969.702   4.17     0 14672    0.284   267.96
08 14 2018 13 23 00 00000000 00110000   -0.276   -0.031   -0.009    74    75    76  13.2 1467.3 1483.4  85.4   2.1  -0.7 977.170 969.520   4.18     0 14673    0.278   263.52
08 14 2018 13 24 00 00000000 00110000   -0.244   -0.029    0.030    71    76    70  13.2 1467.3 1483.4  82.9   2.1  -0.3 977.160 969.510   4.18     0 14673    0.245   263.14
08 14 2018 13 25 00 00000000 00110000   -0.262   -0.063    0.009    71    72    73  13.2 1467.3 1483.5  77.0   2.1  -0.8 977.146 969.496   4.19     0 14673    0.269   256.54
08 14 2018 13 26 00 00000000 00110000   -0.268   -0.060   -0.003    74    76    76  13.2 1467.4 1483.5  77.9   1.9   0.0 977.179 969.529   4.20     0 14674    0.274   257.45
08 14 2018 13 27 00 00000000 00110000   -0.251   -0.054    0.021    72    72    72  13.2 1467.4 1483.6  78.7   1.5  -0.2 977.302 969.651   4.21     0 14674    0.256   257.94
08 14 2018 13 28 00 00000000 00110000   -0.299   -0.050    0.021    77    74    74  13.1 1467.4 1483.6  78.7   2.0   0.4 977.056 969.407   4.21     0 14674    0.303   260.60
08 14 2018 13 29 00 00000000 00110000   -0.298   -0.047    0.018    72    74    74  13.1 1467.5 1483.6  86.9   2.1  -0.2 976.963 969.315   4.22     0 14675    0.302   261.14
08 14 2018 13 30 00 00000000 00110000   -0.288   -0.065   -0.017    74    74    73  13.1 1467.5 1483.6  82.0   2.2   0.4 976.989 969.341   4.22     0 14675    0.295   257.34
08 14 2018 13 31 00 00000000 00110000   -0.293   -0.042    0.008    71    74    73  13.1 1467.5 1483.6  82.4   2.1  -0.5 977.072 969.423   4.22     0 14675    0.296   261.76
08 14 2018 13 32 00 00000000 00110000   -0.288   -0.037    0.007    75    75    76  13.2 1467.5 1483.6  81.9   2.1  -1.7 977.201 969.551   4.22     0 14675    0.291   262.60
08 14 2018 13 33 00 00000000 00110000   -0.300   -0.058    0.031    76    74    75  13.2 1467.4 1483.6  83.3   2.0   0.9 977.197 969.547   4.21     0 14674    0.306   259.14
08 14 2018 13 34 00 00000000 00110000   -0.289   -0.060   -0.005    79    75    76  13.2 1467.4 1483.5  84.0   1.4  -1.0 977.473 969.820   4.20     0 14674    0.295   258.34
08 14 2018 13 35 00 00000000 00110000   -0.293   -0.038    0.008    85    75    75  13.2 1467.3 1483.5  83.9   2.2  -0.4 977.676 970.021   4.19     0 14673    0.296   262.53
08 14 2018 13 36 00 00000000 00110000   -0.318   -0.065   -0.015    73    72    75  13.2 1467.3 1483.5  82.7   1.6   0.0 977.755 970.099   4.18     0 14673    0.325   258.52
08 14 2018 13 37 00 00000000 00110000   -0.293   -0.083    0.018    77    76    78  13.1 1467.2 1483.4  76.8   1.7  -0.9 977.890 970.233   4.17     0 14672    0.305   254.21
08 14 2018 13 38 00 00000000 00110000   -0.301   -0.044    0.000    78    79    75  13.2 1467.2 1483.4  82.3   2.1  -1.2 977.945 970.287   4.16     0 14672    0.305   261.60
08 14 2018 13 39 00 00000000 00110000   -0.328   -0.001    0.020    74    75    74  13.2 1467.1 1483.3  87.1   2.1  -0.6 978.117 970.457   4.15     0 14671    0.328   269.82
08 14 2018 13 40 00 00000000 00110000   -0.323   -0.063    0.009    74    73    73  13.2 1467.0 1483.3  79.7   1.9   0.3 978.328 970.666   4.13     0 14670    0.329   259.00
08 14 2018 13 41 00 00000000 00110000   -0.346   -0.072    0.014    78    75    76  13.2 1467.0 1483.2  79.0   2.2   0.3 978.408 970.745   4.12     0 14670    0.353   258.27
08 14 2018 13 42 00 00000000 00110000   -0.346   -0.120    0.019    75    74    75  13.2 1467.0 1483.2  72.3   2.6  -2.2 978.359 970.697   4.11     0 14670    0.366   250.81
08 14 2018 13 43 00 00000000 00110000   -0.344   -0.101    0.031    75    80    78  13.2 1466.9 1483.1  77.4   2.4  -1.3 978.364 970.702   4.09     0 14669    0.358   253.61
08 14 2018 13 44 00 00000000 00110000   -0.342   -0.076    0.009    73    75    75  13.1 1466.9 1483.1  79.3   2.0  -1.1 978.500 970.836   4.08     0 14669    0.350   257.49
08 14 2018 13 45 00 00000000 00110000   -0.353   -0.036    0.022    75    76    76  13.2 1466.8 1483.0  84.9   2.0   0.9 978.668 971.003   4.06     0 14668    0.355   264.11
08 14 2018 13 46 00 00000000 00110000   -0.344   -0.038    0.023    76    75    75  13.1 1466.8 1482.9  85.3   2.6   0.1 978.788 971.121   4.05     0 14668    0.346   263.62
08 14 2018 13 47 00 00000000 00110000   -0.346   -0.059    0.002    76    76    78  13.1 1466.7 1482.9  82.0   2.3  -0.6 979.022 971.353   4.04     0 14667    0.351   260.37
08 14 2018 13 48 00 00000000 00110000   -0.326   -0.034   -0.016    72    74    79  13.1 1466.6 1482.8  83.7   3.0  -0.6 979.164 971.494   4.02     0 14666    0.327   263.97
08 14 2018 13 49 00 00000000 00110000   -0.339   -0.031    0.036    75    74    74  13.2 1466.6 1482.8  83.7   2.4  -1.8 979.044 971.375   4.01     0 14666    0.340   264.71
08 14 2018 13 50 00 00000000 00110000   -0.377   -0.010    0.000    74    74    80  13.2 1466.6 1482.7  91.3   1.9   0.2 979.117 971.447   4.00     0 14666    0.377   268.46
08 14 2018 13 51 00 00000000 00110000   -0.376   -0.039    0.012    72    80    73  13.2 1466.5 1482.6  86.1   2.2  -1.7 979.339 971.667   3.98     0 14665    0.378   264.02
08 14 2018 13 52 00 00000000 00110000   -0.384   -0.025    0.000    78    73    79  13.1 1466.4 1482.6  87.3   1.8   0.2 979.798 972.121   3.97     0 14664    0.385   266.24
08 14 2018 13 53 00 00000000 00110000   -0.369   -0.066   -0.013    82    77    76  13.1 1466.4 1482.6  79.6   3.2  -0.6 980.207 972.526   3.96     0 14664    0.375   259.90
08 14 2018 13 54 00 00000000 00110000   -0.370   -0.084   -0.022    79    78    78  13.1 1466.3 1482.5  81.0   2.6  -1.2 980.211 972.530   3.95     0 14663    0.379   257.22
08 14 2018 13 55 00 00000000 00110000   -0.359   -0.054   -0.008    75    74    77  13.1 1466.3 1482.5  86.3   3.1  -0.2 980.306 972.624   3.94     0 14663    0.363   261.51
08 14 2018 13 56 00 00000000 00110000   -0.398   -0.075   -0.018    74    78    75  13.1 1466.3 1482.5  81.9   3.3   0.0 980.292 972.610   3.94     0 14663    0.405   259.36
08 14 2018 13 57 00 00000000 00110000   -0.369   -0.086   -0.003    73    78    75  13.1 1466.3 1482.5  78.3   3.5  -0.2 980.313 972.631   3.94     0 14663    0.379   256.89
08 14 2018 13 58 00 00000000 00110000   -0.378   -0.055    0.011    72    79    73  13.1 1466.3 1482.5  80.9   3.4  -0.7 980.270 972.588   3.94     0 14663    0.382   261.78
08 14 2018 13 59 00 00000000 00110000   -0.386   -0.047   -0.009    74    74    79  13.1 1466.3 1482.5  86.1   3.2  -0.8 980.428 972.745   3.94     0 14663    0.389   263.13
08 14 2018 14 00 00 00000000 00110000   -0.391   -0.064   -0.006    73    77    80  13.1 1466.3 1482.5  84.3   4.0   0.6 980.563 972.878   3.95     0 14663    0.396   260.75
08 14 2018 14 01 00 00000000 00110000   -0.398   -0.064   -0.001    75    76    79  13.1 1466.3 1482.5  83.6   3.0   0.0 980.505 972.821   3.95     0 14663    0.403   260.92
08 14 2018 14 02 00 00000000 00110000   -0.382   -0.067   -0.031    72    78    73  13.1 1466.3 1482.5  79.8   4.5   0.7 980.436 972.753   3.95     0 14663    0.388   260.10
08 14 2018 14 03 00 00000000 00110000   -0.366   -0.108    0.000    74    76    78  13.1 1466.4 1482.6  74.6   3.6  -0.9 980.365 972.682   3.96     0 14664    0.382   253.53
08 14 2018 14 04 00 00000000 00110000   -0.411   -0.092    0.002    72    72    75  13.1 1466.4 1482.6  81.1   3.5   0.9 980.227 972.546   3.96     0 14664    0.422   257.40
08 14 2018 14 05 00 00000000 00110000   -0.377   -0.087   -0.012    71    75    73  13.1 1466.4 1482.6  78.7   4.1  -0.1 980.131 972.451   3.97     0 14664    0.387   257.02
08 14 2018 14 06 00 00000000 00110000   -0.401   -0.073   -0.008    73    76    74  13.1 1466.4 1482.6  81.5   2.9  -0.3 980.102 972.422   3.97     0 14664    0.408   259.72
08 14 2018 14 07 00 00000000 00110000   -0.384   -0.040    0.003    70    73    78  13.1 1466.5 1482.7  83.1   2.5  -1.4 980.073 972.393   3.98     0 14665    0.386   263.99
08 14 2018 14 08 00 00000000 00110000   -0.381   -0.104   -0.010    75    77    77  13.1 1466.5 1482.7  76.0   3.3   0.3 980.461 972.777   3.98     0 14665    0.395   254.72
08 14 2018 14 09 00 00000000 00110000   -0.356   -0.083    0.027    75    82    74  13.1 1466.5 1482.7  78.4   3.3   0.2 980.948 973.260   3.98     0 14665    0.365   256.89
08 14 2018 14 10 00 00000000 00110000   -0.400   -0.030    0.016    76    77    75  13.1 1466.4 1482.6  86.2   2.2   1.0 981.057 973.367   3.97     0 14664    0.402   265.67
08 14 2018 14 11 00 00000000 00110000   -0.430   -0.099    0.012    74    74    79  13.1 1466.4 1482.6  77.4   3.6  -2.4 981.212 973.521   3.96     0 14664    0.441   257.02
08 14 2018 14 12 00 00000000 00110000   -0.405   -0.053    0.028    76    76    77  13.1 1466.3 1482.5  83.8   2.2  -1.3 981.282 973.590   3.94     0 14663    0.409   262.61
08 14 2018 14 13 00 00000000 00110000   -0.433   -0.113   -0.021    77    78    78  13.1 1466.2 1482.4  76.0   4.0  -2.1 981.159 973.468   3.92     0 14662    0.447   255.34
08 14 2018 14 14 00 00000000 00110000   -0.417   -0.044    0.010    76    77    75  13.2 1466.2 1482.4  84.5   3.1   0.6 981.036 973.347   3.91     0 14662    0.419   263.90
08 14 2018 14 15 00 00000000 00110000   -0.410   -0.063    0.025    72    77    82  13.1 1466.1 1482.3  83.1   2.9  -1.8 981.214 973.523   3.89     0 14661    0.415   261.32
08 14 2018 14 16 00 00000000 00110000   -0.449   -0.084    0.024    74    75    77  13.1 1465.9 1482.2  78.9   3.4  -0.9 981.329 973.637   3.86     0 14659    0.457   259.41
08 14 2018 14 17 00 00000000 00110000   -0.444   -0.087   -0.015    74    75    79  13.1 1465.9 1482.1  79.5   3.0  -0.8 981.301 973.609   3.84     0 14659    0.452   258.92
08 14 2018 14 18 00 00000000 00110000   -0.422   -0.111    0.019    76    75    76  13.1 1465.8 1482.0  77.4   3.3  -1.7 981.453 973.759   3.81     0 14658    0.436   255.22
08 14 2018 14 19 00 00000000 00110000   -0.419   -0.111   -0.019    75    77    77  13.1 1465.7 1481.9  74.9   3.6  -1.7 981.357 973.664   3.79     0 14657    0.433   255.12
08 14 2018 14 20 00 00000000 00110000   -0.407   -0.132   -0.015    77    73    75  13.1 1465.6 1481.8  73.2   5.0  -0.2 980.621 972.936   3.77     0 14656    0.428   251.99
08 14 2018 14 21 00 00000000 00110000   -0.394   -0.072   -0.022    73    77    76  13.1 1465.6 1481.8  79.0   4.9   1.2 980.570 972.885   3.77     0 14656    0.401   259.68
08 14 2018 14 22 00 00000000 00110000   -0.417   -0.070   -0.026    73    73    73  13.1 1465.6 1481.8  78.3   4.0   0.4 980.350 972.668   3.77     0 14656    0.422   260.49
08 14 2018 14 23 00 00000000 00110000   -0.378   -0.113   -0.009    71    77    73  13.1 1465.7 1481.9  76.7   4.3  -1.5 980.054 972.375   3.79     0 14657    0.395   253.33
08 14 2018 14 24 00 00000000 00110000   -0.355   -0.136   -0.023    73    75    75  13.1 1465.8 1482.0  69.3   4.0  -1.3 980.174 972.493   3.81     0 14658    0.380   248.96
08 14 2018 14 25 00 00000000 00110000   -0.387   -0.120   -0.002    76    74    72  13.1 1465.9 1482.0  75.5   3.6  -0.3 980.146 972.466   3.82     0 14659    0.405   252.74
08 14 2018 14 26 00 00000000 00110000   -0.380   -0.109   -0.029    71    75    72  13.1 1465.9 1482.1  74.3   4.1  -0.1 980.102 972.422   3.84     0 14659    0.396   253.97
08 14 2018 14 27 00 00000000 00110000   -0.373   -0.051   -0.002    72    75    74  13.1 1465.9 1482.1  82.3   3.4   0.0 980.089 972.409   3.85     0 14659    0.376   262.28
08 14 2018 14 28 00 00000000 00110000   -0.367   -0.079   -0.015    72    73    72  13.1 1465.9 1482.2  79.1   4.7  -0.2 979.756 972.080   3.86     0 14659    0.375   257.87
08 14 2018 14 29 00 00000000 00110000   -0.371   -0.120   -0.008    73    74    75  13.1 1465.9 1482.2  75.2   4.6  -0.7 979.540 971.866   3.86     0 14659    0.390   252.03
08 14 2018 14 30 00 00000000 00110000   -0.384   -0.105   -0.033    77    76    75  13.1 1466.0 1482.2  74.2   3.3  -1.7 979.537 971.863   3.87     0 14660    0.398   254.69
08 14 2018 14 31 00 00000000 00110000   -0.366   -0.113   -0.014    72    73    74  13.1 1466.0 1482.2  75.3   3.5   0.3 979.420 971.747   3.87     0 14660    0.383   252.81
08 14 2018 14 32 00 00000000 00110000   -0.364   -0.045   -0.020    71    76    70  13.1 1466.0 1482.2  85.0   3.3  -0.4 979.550 971.876   3.88     0 14660    0.367   262.87
08 14 2018 14 33 00 00000000 00110000   -0.362   -0.117    0.001    74    71    76  13.1 1466.1 1482.3  72.4   3.1   0.9 979.254 971.583   3.90     0 14661    0.380   252.05
08 14 2018 14 34 00 00000000 00110000   -0.366   -0.091    0.031    70    75    73  13.1 1466.2 1482.4  74.1   3.3  -1.2 978.987 971.318   3.91     0 14662    0.377   256.04
08 14 2018 14 35 00 00000000 00110000   -0.371   -0.085    0.013    71    73    75  13.1 1466.2 1482.4  80.5   2.8  -0.7 979.070 971.401   3.92     0 14662    0.381   257.11
08 14 2018 14 36 00 00000000 00110000   -0.388   -0.095    0.048    71    73    76  13.1 1466.2 1482.4  75.1   3.5  -1.2 978.961 971.293   3.92     0 14662    0.400   256.24
08 14 2018 14 37 00 00000000 00110000   -0.382   -0.105    0.014    74    73    77  13.1 1466.2 1482.4  76.3   2.5  -1.7 979.051 971.382   3.91     0 14662    0.396   254.62
08 14 2018 14 38 00 00000000 00110000   -0.391   -0.111    0.011    72    74    74  13.1 1466.2 1482.4  73.2   3.3  -0.3 979.324 971.652   3.91     0 14662    0.407   254.13
08 14 2018 14 39 00 00000000 00110000   -0.385   -0.066    0.026    71    74    73  13.1 1466.1 1482.3  82.3   2.9  -1.0 979.134 971.464   3.90     0 14661    0.391   260.32
08 14 2018 14 40 00 00000000 00110000   -0.351   -0.097   -0.026    71    74    74  13.1 1466.1 1482.3  74.4   2.8  -0.4 979.350 971.678   3.89     0 14661    0.364   254.54
08 14 2018 14 41 00 00000000 00110000   -0.374   -0.074    0.022    74    75    75  13.1 1466.1 1482.3  77.3   3.0   0.0 979.382 971.709   3.89     0 14661    0.381   258.84
08 14 2018 14 42 00 00000000 00110000   -0.364   -0.078    0.001    72    69    76  13.1 1466.1 1482.3  78.4   2.4  -0.2 979.193 971.522   3.90     0 14661    0.372   257.93
08 14 2018 14 43 00 00000000 00110000   -0.343   -0.164    0.029    73    71    72  13.1 1466.2 1482.4  67.7   3.0  -1.1 979.563 971.889   3.91     0 14662    0.380   244.46
08 14 2018 14 44 00 00000000 00110000   -0.368   -0.105   -0.040    72    73    75  13.1 1466.2 1482.4  76.2   2.8  -0.9 979.548 971.874   3.92     0 14662    0.383   254.05
08 14 2018 14 45 00 00000000 00110000   -0.360   -0.093    0.004    70    72    75  13.1 1466.2 1482.4  77.5   2.7  -2.3 979.385 971.712   3.92     0 14662    0.372   255.51
08 14 2018 14 46 00 00000000 00110000   -0.362   -0.072    0.002    73    74    72  13.1 1466.2 1482.4  79.4   2.5  -2.1 979.542 971.868   3.92     0 14662    0.369   258.78
08 14 2018 14 47 00 00000000 00110000   -0.340   -0.147   -0.032    73    76    71  13.1 1466.2 1482.4  67.7   3.3  -1.0 979.471 971.798   3.92     0 14662    0.370   246.66
08 14 2018 14 48 00 00000000 00110000   -0.371   -0.045   -0.005    74    69    70  13.1 1466.2 1482.4  81.8   2.5  -1.1 979.307 971.635   3.93     0 14662    0.374   263.01
08 14 2018 14 49 00 00000000 00110000   -0.377   -0.072   -0.035    73    74    72  13.1 1466.3 1482.5  79.7   3.0  -0.5 978.989 971.320   3.94     0 14663    0.384   259.22
08 14 2018 14 50 00 00000000 00110000   -0.373   -0.097   -0.037    75    75    70  13.1 1466.3 1482.5  78.1   3.1  -0.3 978.870 971.203   3.95     0 14663    0.386   255.42
08 14 2018 14 51 00 00000000 00110000   -0.347   -0.148   -0.014    70    75    73  13.1 1466.4 1482.6  65.8   3.7  -1.4 978.777 971.111   3.97     0 14664    0.377   246.94
08 14 2018 14 52 00 00000000 00110000   -0.353   -0.070    0.038    70    74    72  13.1 1466.5 1482.6  80.5   2.9  -0.1 978.742 971.076   3.98     0 14665    0.360   258.82
08 14 2018 14 53 00 00000000 00110000   -0.341   -0.148    0.011    72    71    79  13.1 1466.6 1482.7  69.5   3.3   1.2 978.678 971.013   4.00     0 14666    0.371   246.58
08 14 2018 14 54 00 00000000 00110000   -0.353   -0.107   -0.002    70    78    76  13.1 1466.6 1482.8  71.3   2.9  -2.0 978.681 971.016   4.01     0 14666    0.369   253.11
08 14 2018 14 55 00 00000000 00110000   -0.366   -0.125    0.004    70    74    74  13.1 1466.6 1482.8  74.7   3.9   0.5 978.998 971.329   4.02     0 14666    0.387   251.09
08 14 2018 14 56 00 00000000 00110000   -0.375   -0.071    0.016    78    75    75  13.1 1466.7 1482.9  78.3   2.0   0.5 979.073 971.404   4.03     0 14667    0.382   259.32
08 14 2018 14 57 00 00000000 00110000   -0.366   -0.127    0.047    74    72    72  13.1 1466.6 1482.8  70.7   2.5  -0.5 979.187 971.516   4.02     0 14666    0.388   250.81
08 14 2018 14 58 00 00000000 00110000   -0.352   -0.185    0.007    71    74    80  13.1 1466.6 1482.8  65.3   3.9  -0.3 979.318 971.646   4.01     0 14666    0.398   242.26
08 14 2018 14 59 00 00000000 00110000   -0.395   -0.110    0.004    72    75    80  13.1 1466.5 1482.7  73.6   3.1   0.5 979.446 971.773   3.99     0 14665    0.410   254.42
08 14 2018 15 00 00 00000000 00110000   -0.418   -0.113    0.013    73    76    76  13.1 1466.4 1482.6  77.7   2.1   0.7 979.314 971.642   3.97     0 14664    0.433   254.83
08 14 2018 15 01 00 00000000 00110000   -0.411   -0.162    0.000    75    76    79  13.1 1466.3 1482.5  69.9   2.7  -3.0 979.288 971.616   3.94     0 14663    0.442   248.54
08 14 2018 15 02 00 00000000 00110000   -0.385   -0.167    0.011    75    75    80  13.1 1466.2 1482.4  69.3   3.7  -0.4 979.334 971.662   3.92     0 14662    0.420   246.58
08 14 2018 15 03 00 00000000 00110000   -0.366   -0.206    0.008    71    74    74  13.1 1466.1 1482.3  66.2   4.0  -1.4 979.383 971.710   3.90     0 14661    0.420   240.60
08 14 2018 15 04 00 00000000 00110000   -0.447   -0.101    0.032    78    74    75  13.1 1466.0 1482.2  81.4   2.8   1.0 979.358 971.686   3.87     0 14660    0.458   257.25
08 14 2018 15 05 00 00000000 00110000   -0.432   -0.084    0.023    77    78    78  13.1 1465.9 1482.1  77.0   3.2   0.4 979.711 972.035   3.84     0 14659    0.440   259.00
08 14 2018 15 06 00 00000000 00110000   -0.461   -0.153    0.021    77    76    80  13.1 1465.8 1482.0  72.1   3.1   0.4 980.226 972.545   3.81     0 14658    0.486   251.68
08 14 2018 15 07 00 00000000 00110000   -0.500   -0.147   -0.012    79    76    79  13.1 1465.6 1481.7  73.4   3.0  -0.2 980.497 972.813   3.75     0 14656    0.521   253.67
08 14 2018 15 08 00 00000000 00110000   -0.494   -0.121    0.026    74    81    83  13.1 1465.3 1481.5  78.0   3.3  -1.6 980.550 972.866   3.69     0 14653    0.509   256.21
08 14 2018 15 09 00 00000000 00110000   -0.510   -0.217    0.016    74    79    79  13.1 1465.0 1481.2  70.0   3.5  -1.8 980.906 973.218   3.62     0 14650    0.554   246.90
08 14 2018 15 10 00 00000000 00110000   -0.496   -0.215   -0.022    78    76    78  13.1 1464.8 1480.9  69.0   4.5  -0.5 981.127 973.437   3.55     0 14648    0.541   246.55
08 14 2018 15 11 00 00000000 00110000   -0.524   -0.181   -0.001    74    77    78  13.1 1464.5 1480.6  69.7   4.4  -1.5 981.192 973.501   3.49     0 14645    0.554   250.94
